2,780862.12960030,3197834.48883857,1293.44286299
4,780862.19189836,3197834.84849716,1293.43174182
7,780859.98596815,3197836.96552788,1293.15783275
8,780858.62735146,3197838.13935830,1293.13037947
9,780857.92795136,3197838.94848142,1293.25469793
11,780848.46404913,3197852.36614137,1296.54168423
16,780840.93753250,3197860.40118788,1296.82454492
19,780836.74091029,3197862.40033906,1293.04341426
22,780831.04737213,3197871.59824312,1296.87626468
23,780828.40717153,3197874.23209213,1296.82633778
26,780823.17796429,3197880.48860315,1296.94487514
27,780823.03753216,3197880.69403160,1296.95673789
28,780818.96616978,3197881.94917622,1292.64044901
30,780816.18363181,3197884.59914890,1292.70840091
32,780814.70553773,3197886.01385091,1292.58088270
34,780815.26886561,3197885.74115805,1292.58738737
37,780812.65280986,3197888.18566221,1292.68000672
42,780807.55466510,3197893.28356491,1292.70111292
44,780804.40740539,3197897.46442795,1292.78192774
45,780803.32671257,3197898.87969243,1292.79305901
46,780802.99679208,3197899.12225997,1292.76818034
47,780803.05488976,3197898.36768357,1292.73321660
50,780801.66678900,3197900.52042145,1292.72135898
54,780797.76162213,3197905.52779184,1293.34462944
55,780797.65838031,3197905.82134339,1293.34006039
59,780796.64722758,3197906.51073739,1293.68526608
60,780793.27067781,3197910.78428530,1293.66679901
61,780791.79620288,3197914.55896545,1297.27092599
62,780791.25338819,3197915.45922578,1297.29233293
64,780791.14961227,3197915.63169215,1297.28045320
72,780863.11433999,3197835.15519089,1293.46100433
73,780863.54559334,3197835.49567732,1293.53024772
77,780861.05363855,3197836.68011068,1293.12577467
80,780858.25405997,3197840.21838853,1293.23978302
83,780851.52204863,3197850.64066974,1296.49366051
85,780848.95817819,3197853.05501853,1296.58331614
93,780842.81810520,3197860.37746093,1296.84648382
94,780841.28471898,3197861.35481929,1296.80422742
97,780840.17431385,3197863.34698322,1297.03706051
98,780841.05365413,3197861.94183401,1296.79480804
99,780839.56316500,3197863.10023676,1296.87461792
100,780837.14801943,3197862.62644390,1293.03639745
103,780833.95316799,3197866.87824226,1293.34327907
109,780831.39551436,3197871.82430241,1296.88553009
110,780831.80334491,3197872.12917460,1296.79917321
111,780831.61635175,3197871.98751631,1296.90303383
112,780829.96320506,3197873.17860016,1296.77553349
114,780829.03087643,3197875.22253667,1296.78805605
115,780829.65681780,3197875.08841464,1296.77121662
122,780825.08163843,3197879.54062485,1296.87762499
124,780822.67649105,3197881.70568377,1296.97485613
130,780816.89874564,3197885.12402939,1292.72067368
131,780815.39764824,3197887.79211309,1292.81452777
134,780813.46955442,3197889.10871743,1292.64248970
139,780809.78326913,3197892.80987274,1292.69174607
143,780808.02949972,3197894.23266202,1292.71862783
147,780807.33608108,3197895.94811024,1292.73448567
153,780801.90311448,3197901.15886824,1292.77298994
157,780797.46122668,3197906.87128026,1293.39133165
162,780791.44352966,3197916.78976398,1297.14163574
176,780855.50346402,3197847.88176567,1296.48650593
178,780853.29988318,3197849.65682290,1296.52095789
191,780842.62254801,3197862.12061532,1296.89117578
192,780842.16230954,3197861.63882383,1296.81594024
194,780840.86436787,3197863.86653149,1296.83214170
195,780840.93442896,3197863.90531324,1296.70273308
196,780838.58132814,3197863.47122025,1293.09246009
198,780835.72584465,3197867.50316676,1293.32199869
199,780835.19635904,3197867.01553073,1293.32254999
200,780833.83011808,3197868.30698621,1293.36046222
202,780832.61923230,3197869.81211205,1293.39477937
205,780831.77015053,3197873.37842563,1296.74273445
206,780832.46635133,3197872.53375423,1296.92585111
207,780832.61783861,3197872.65495227,1296.92595973
209,780827.53060719,3197877.50343311,1296.80926941
214,780818.82756402,3197884.83349813,1292.56460683
215,780818.72183710,3197884.68241607,1292.56884427
217,780818.35409937,3197886.00875121,1292.60022380
219,780815.26420571,3197888.30631212,1292.82455702
220,780813.95716530,3197889.91335580,1292.68157683
223,780812.13449434,3197892.47939169,1292.62763359
224,780810.41217549,3197893.90171316,1292.70820787
227,780809.45873192,3197895.54463049,1292.77446149
228,780808.08768818,3197896.99668161,1292.77382344
230,780806.51988347,3197898.02498617,1292.76391040
239,780802.46032965,3197902.02534585,1292.80945288
243,780797.68426194,3197909.21782230,1293.68537316
247,780792.37124921,3197913.87587694,1293.73232965
248,780793.56564669,3197914.95701378,1297.28983452
253,780789.40333831,3197920.04110795,1297.15071411
258,780864.24936824,3197837.59831453,1293.28368394
260,780859.02849476,3197842.63330061,1293.23751362
264,780855.49502726,3197849.45992659,1296.49466975
265,780855.98125097,3197848.74386968,1296.47135020
267,780853.61425846,3197851.02225649,1296.49947865
270,780850.02698037,3197855.86863551,1296.48818188
272,780845.23395930,3197858.61882682,1293.61008602
274,780841.35822643,3197864.06248566,1296.87497541
275,780839.80780402,3197864.20587249,1293.15277661
279,780833.66754916,3197873.31418139,1296.92676163
282,780831.27910472,3197875.55996125,1296.77331053
286,780830.07944006,3197877.34773331,1296.82794704
294,780825.98225167,3197881.19000777,1296.84716768
296,780820.89366042,3197883.85021924,1292.72721326
297,780820.40291700,3197884.07733855,1292.67864264
299,780818.02554391,3197887.40090540,1292.62609040
306,780809.31908497,3197896.44306388,1292.74182357
307,780809.20144317,3197896.50314957,1292.77906238
308,780807.89581318,3197898.53574938,1292.79891493
310,780805.46230057,3197902.05099490,1292.79472211
318,780800.23388776,3197908.22142880,1293.54242401
321,780798.77583817,3197909.83296681,1293.82007175
329,780865.72501605,3197837.27686395,1293.28798353
330,780866.24101197,3197837.54759167,1293.30099448
333,780864.89938198,3197839.27067611,1293.41989946
339,780861.07402146,3197843.15994451,1294.17311337
355,780851.54285862,3197854.63079620,1296.54537737
357,780851.07165988,3197855.90295551,1296.51868200
360,780848.34446903,3197857.59814149,1293.73315599
362,780846.13803923,3197859.66018442,1293.56696766
363,780845.92032055,3197859.38538855,1293.57083931
366,780834.56667946,3197873.89241849,1296.95605600
369,780833.87393751,3197875.37913129,1296.82717163
371,780832.34664175,3197876.80917156,1296.84452848
375,780826.70418941,3197882.37187007,1296.87206575
378,780823.94587931,3197883.64422838,1293.47372377
379,780822.72915199,3197884.88723791,1292.87369343
382,780821.03351882,3197886.55347656,1292.74409215
386,780814.15043921,3197892.96151968,1292.70794925
388,780812.22047641,3197896.46331938,1292.76613645
391,780812.48162483,3197895.66346425,1292.74888694
396,780809.11474514,3197899.33050384,1292.81222569
403,780804.83001120,3197903.66646882,1292.85739344
409,780801.34892046,3197910.81006029,1297.39114595
413,780795.05619740,3197917.65260592,1297.13903691
414,780794.34713685,3197918.31302060,1297.12297804
440,780853.93230816,3197854.27746260,1296.49099793
444,780848.61920076,3197858.52412525,1293.62245424
446,780841.53210124,3197865.72089078,1293.02221004
447,780837.77508827,3197868.92079247,1293.26701383
450,780835.19707320,3197874.30909742,1296.91327299
451,780835.61979540,3197874.57418875,1296.92438627
454,780830.42024468,3197880.46158839,1296.85655449
457,780828.43238965,3197882.14194880,1296.86881603
459,780828.48104110,3197881.71589671,1296.87452969
462,780822.86115841,3197884.94315064,1292.83068975
