# Cameras (29)
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33
DJI_0398	780855.4693879272090271	3197901.8823402700945735	1372.9507830824770735	0.2373635232708315	-0.2253027739906003	132.3412029820304951	-0.6735390212190476	0.7391515513396254	0.0004135789077501	-0.7391412072037258	-0.6735264077458616	-0.0056968309062664	-0.0039322650860305	-0.0041427311258054	0.9999836874020057
DJI_0399	780843.2097893492318690	3197892.5183060793206096	1372.4844442292471740	0.2546071869366205	-0.2843238272780674	132.0798890364108047	-0.6701578907684090	0.7422185666568198	-0.0000273995144268	-0.7422019781427085	-0.6701431587033025	-0.0066611173394991	-0.0049623665612011	-0.0044436643725917	0.9999778141364217
DJI_0400	780830.7508035125210881	3197883.0610171337611973	1372.3904317380925022	0.2399742122230478	-0.2785734060598630	132.2196398417694070	-0.6719665403059201	0.7405814886762985	-0.0001653459709542	-0.7405655471506276	-0.6719535080303290	-0.0064150930801055	-0.0048620039884835	-0.0041882783733301	0.9999794094087555
DJI_0401	780818.5238657752051950	3197873.6617888947948813	1372.8343498824917788	0.2148772313750480	-0.2422926411319938	132.6147117473220760	-0.6770588999655022	0.7359288249045828	-0.0001032088382635	-0.7359166823071391	-0.6770485212509546	-0.0056512453449958	-0.0042287917373170	-0.0037502728508781	0.9999840262594130
DJI_0402	780806.2663534827297553	3197864.3023643223568797	1373.1740607652732251	0.2123530280262661	-0.2974527988173555	132.5529501071989955	-0.6762621631991789	0.7366606255611451	-0.0007806234878130	-0.7366427457568590	-0.6762524579041308	-0.0063307426434447	-0.0051915073883183	-0.0037062010852482	0.9999796559553364
DJI_0403	780793.8582930553238839	3197854.9306079563684762	1373.5802933570316782	0.2348797367830459	-0.3004836853790815	132.3654628395667032	-0.6738478668292310	0.7388699461292645	-0.0005050511186662	-0.7388515064472763	-0.6738355867568713	-0.0066372765961374	-0.0052444056179221	-0.0040993568960033	0.9999778454959660
DJI_0404	780781.4925222336314619	3197845.6037414981983602	1373.4204900781435299	0.2260341515924005	-0.3185925341422599	132.1335886531416861	-0.6708511029817295	0.7415916329628396	-0.0008047034895790	-0.7415712230880807	-0.6708399862407750	-0.0067700774090531	-0.0055604600389422	-0.0039449689461446	0.9999767589820123
DJI_0405	780769.1249041622504592	3197836.2867330503650010	1373.0485312205219088	0.2263683732294163	-0.3357212506171827	132.1485126508720782	-0.6710430939381790	0.7414176694475763	-0.0010027506175890	-0.7413951938202119	-0.6710322128237589	-0.0069954222989105	-0.0058594076634915	-0.0039507953343843	0.9999750289672534
DJI_0406	780756.9341823025606573	3197826.9780749329365790	1372.6607335706548838	0.2464031652776184	-0.3341280572690371	132.0683877340397885	-0.6700057476493591	0.7423555665867204	-0.0007147548761076	-0.7423330051525378	-0.6699923274189787	-0.0072104549719432	-0.0058316016690229	-0.0043004601392406	0.9999737488877219
DJI_0416	780772.5894968269858509	3197794.1210529911331832	1372.1657421982836240	-0.2427942273951917	-0.0065263990782353	-50.8817047206806592	0.6309235727809832	-0.7758377141951597	0.0033595448664035	0.7758449795767454	0.6309182866557602	-0.0025851941744900	-0.0001139071519680	0.0042375459631639	0.9999910150743210
