7,2551.1545,2862.5435
9,2098.8774,2834.3276
11,1969.6035,2814.5723
14,1741.5627,2774.1045
16,1716.3340,2786.4490
18,1481.0223,2753.0217
19,1509.8898,2730.3792
20,1373.2317,2723.5176
21,1279.5515,2719.3232
23,1267.4338,2739.4966
24,1085.4331,2696.8098
25,1065.0059,2695.6580
26,916.8652,2674.5334
29,714.5854,2661.5725
30,650.2093,2637.9734
31,666.6943,2631.9851
33,675.7299,2636.8862
34,369.5479,2602.8630
36,365.2049,2589.3875
56,3857.9001,2986.7117
68,2967.2251,2862.9380
69,2983.2766,2909.0791
70,2937.5540,2869.5007
73,2671.3945,2833.5308
74,2443.8982,2810.4346
76,2117.4397,2753.7795
77,1965.6718,2773.0847
79,1969.8724,2771.3018
83,1558.8772,2728.1868
84,1504.7456,2714.9346
85,1546.0789,2691.5601
88,1349.6069,2672.6807
91,1331.5508,2679.9421
92,1363.3602,2667.3462
94,1235.7014,2645.8684
97,955.0943,2642.2881
98,980.5956,2648.5334
100,1004.4297,2644.6289
103,714.0438,2619.5276
105,316.8804,2539.7175
107,96.0289,2502.9861
126,3198.1851,2870.0864
129,3057.6196,2846.1763
130,3077.3481,2841.1921
131,3058.3123,2838.1379
135,2902.1873,2841.6567
138,2823.4929,2797.9614
139,2667.2139,2774.4888
142,2378.5808,2781.2097
149,1764.3141,2677.5015
152,1294.8160,2604.3647
153,1173.8856,2595.9583
154,1041.1771,2582.5249
155,1026.8650,2594.9883
157,990.8179,2567.8523
158,1007.4944,2576.1125
159,979.9452,2588.5247
161,791.3658,2542.3206
162,742.8002,2539.9651
163,748.2082,2529.4004
166,654.0889,2542.0789
169,575.2005,2506.0791
195,2975.3596,2761.7334
197,2785.3018,2762.8430
199,2646.4500,2747.4465
204,2129.0112,2701.9839
205,2016.6091,2650.3096
206,2000.9353,2653.9895
209,1660.1304,2621.5198
210,1432.8287,2611.4734
214,1333.7439,2563.1638
218,1130.6332,2555.1619
219,1172.9403,2546.6431
220,1071.0851,2552.7090
221,1070.3657,2559.7998
233,406.3663,2457.3357
236,394.4813,2450.4563
238,55.3061,2399.2280
259,3017.5610,2763.5352
267,2690.0430,2708.0461
268,2544.0977,2653.9656
269,2499.7188,2681.9429
270,2520.3999,2664.6323
271,2504.1282,2679.1763
273,2476.1255,2666.4229
275,1808.4460,2572.2214
276,1722.9609,2556.9902
279,1580.1373,2532.2500
283,1539.4908,2555.8936
286,1247.8687,2512.0574
288,1105.7609,2512.8789
289,1069.8354,2485.6304
290,1081.4526,2493.7573
294,799.7043,2478.4031
296,764.9455,2473.7642
298,748.7704,2452.3896
299,689.1387,2458.4019
301,392.2512,2391.6790
326,3832.8447,2771.7061
332,2768.5588,2678.2983
337,2149.5505,2548.1033
339,1500.3816,2470.0398
341,1468.2844,2463.5591
343,1217.2430,2436.6287
344,1135.6617,2440.1084
348,1082.3350,2445.0247
349,1084.4766,2420.3901
350,1090.7686,2437.0801
354,640.9985,2360.5205
357,431.6665,2339.5400
358,276.8211,2308.9226
359,214.8005,2273.6797
361,197.3300,2287.4524
362,100.0106,2301.4043
372,3826.8584,2747.8589
377,3168.4724,2635.6851
380,3111.1609,2670.9299
383,2671.0942,2612.5527
386,2619.5918,2574.9077
388,2514.5437,2589.1731
389,2503.4919,2573.5066
395,1610.8833,2464.4771
397,1279.7970,2399.7319
399,1338.1179,2430.9973
400,1303.1755,2412.8892
401,1303.9656,2409.9036
402,1236.5724,2415.7185
403,1127.7916,2397.3635
405,1114.4309,2378.0791
406,1083.8600,2397.3162
407,1049.1569,2383.9971
408,1048.1836,2396.8372
412,732.7182,2336.1521
414,508.7459,2287.0415
416,250.7690,2238.5024
417,254.5079,2229.5723
418,258.7680,2258.6616
419,171.0636,2253.3135
421,73.9472,2215.0972
422,50.7151,2221.6040
433,3887.1008,2702.0115
441,2598.2429,2531.4656
442,2625.6738,2534.9290
448,2051.6438,2471.9087
450,1863.2720,2419.7661
455,1220.2992,2357.0862
456,1231.3468,2363.9622
460,825.7111,2278.0735
465,221.2332,2158.3645
466,192.9534,2157.5295
470,92.3596,2199.4736
485,3036.9478,2511.1904
486,3031.8306,2525.0547
488,2800.7122,2522.9907
490,2702.2581,2473.8494
491,2695.3027,2492.2546
493,2390.5527,2452.7810
496,2218.3562,2437.2107
498,2170.0405,2410.2551
503,1554.8938,2342.1631
505,1210.4969,2307.3501
507,1150.2391,2294.8564
508,1072.4105,2296.3889
510,875.8410,2262.0059
514,724.9034,2236.4321
515,614.0729,2223.2585
520,228.8172,2116.2122
522,72.3863,2123.3977
538,2976.1038,2467.0232
543,1045.8975,2244.5442
544,1042.6543,2233.0007
545,1052.5969,2236.8872
547,895.5767,2179.9849
549,720.3933,2173.6626
570,3893.0713,2539.4165
572,3352.2944,2475.3286
576,2934.8589,2431.1848
578,2701.9202,2392.4412
587,1501.8204,2226.4050
588,1421.5122,2187.3779
589,1504.9132,2219.9836
590,1375.7429,2203.5759
591,1417.4900,2188.5823
596,903.3409,2138.5901
597,909.3597,2130.3569
598,613.7690,2118.8589
599,568.8955,2110.4434
626,2860.5828,2336.3716
629,2800.6326,2336.9448
634,2301.4324,2231.4631
642,1978.9952,2222.3403
644,1999.2537,2215.1873
646,1430.4336,2173.0300
647,1494.4025,2191.2808
648,1452.9248,2142.4976
651,843.3884,2115.2024
653,442.5687,2069.4634
654,437.6840,2062.0991
666,3210.5427,2328.5176
667,3195.0945,2362.6162
668,3016.1052,2300.4182
670,2934.9785,2298.9438
671,2944.5625,2318.1631
672,2850.5742,2300.6938
673,2812.1106,2317.8298
676,2760.5903,2270.5151
679,2333.1221,2188.0496
684,2015.1478,2163.3220
685,1986.1912,2162.2800
686,1971.6215,2188.7275
687,1269.6763,2070.6335
706,3821.5977,2380.8398
710,3362.2773,2290.9421
713,3219.0859,2276.7695
717,2843.4294,2231.9932
722,2146.6582,2138.5374
723,2018.2517,2127.5984
725,2006.8839,2154.3396
727,1896.7106,2133.9226
730,1799.6176,2100.7634
731,1814.1417,2105.8101
733,1748.5200,2081.6384
734,1656.4694,2100.3833
736,1675.5476,2075.9575
