7,1427.0342,2177.3889
8,1432.9573,2166.1687
11,2017.0166,2147.8333
12,2085.6860,2141.1270
14,2247.3447,2160.4485
16,2271.5906,2144.5527
19,2485.2285,2172.4885
20,2623.2292,2160.8218
21,2716.7834,2153.1301
22,2715.7366,2161.8215
24,2909.2605,2153.6653
25,2929.9775,2151.7605
28,3246.3542,2173.3179
30,3346.0137,2159.5122
31,3331.0559,2166.8599
33,3321.7178,2163.6077
34,3629.6279,2160.8772
35,3654.3540,2169.3169
36,3634.8616,2172.6533
37,3978.5703,2246.2991
39,4385.0801,2143.5762
40,4387.3271,2156.8181
41,4465.6924,2160.9512
42,4458.3584,2150.0210
49,4971.2695,2151.5181
53,5309.2305,2167.8892
55,5303.4287,2171.2578
59,282.4425,2213.7549
61,781.7130,2211.3821
62,780.8646,2211.8350
68,1006.1094,2235.8503
69,987.1261,2190.1289
72,1260.1594,2218.8123
76,1875.0441,2230.3809
84,2492.2825,2187.2170
85,2454.0662,2215.7175
88,2654.2991,2207.7375
98,3021.5486,2186.7375
99,3037.0356,2181.7654
100,2998.3501,2193.8103
107,3850.0647,2289.8704
110,4320.9868,2215.5488
112,4610.4834,2197.4937
114,4669.0142,2215.2546
116,4843.7378,2197.3135
117,5002.2026,2180.9084
121,5310.3198,2184.0386
123,5417.7534,2215.9529
126,777.7760,2254.1248
130,901.4531,2269.1846
131,921.3555,2269.2693
132,1003.7366,2241.5750
133,999.1049,2239.8911
135,1076.2219,2246.4119
136,1173.6802,2266.0034
138,1161.9514,2278.8884
140,1368.9713,2284.6367
146,2149.0479,2268.2686
147,2148.9648,2272.6294
149,2237.5083,2259.8989
152,2716.3494,2270.2000
153,2836.5010,2264.0881
154,2968.7590,2261.0522
155,2981.4590,2247.1709
157,3019.4668,2270.4778
159,3028.8342,2247.5229
160,3147.4385,2234.2651
161,3219.3381,2273.1072
162,3268.4124,2268.6216
163,3263.7346,2280.0366
164,3306.4722,2261.5464
165,3317.0271,2247.9685
168,3457.0161,2233.7651
170,3692.8875,2265.6218
172,3699.9290,2260.2207
174,4032.1936,2335.6353
176,4320.5156,2226.2393
180,4497.7075,2247.9492
182,4668.2983,2240.7395
183,4722.4019,2263.0105
185,4882.3057,2255.1633
186,4865.7876,2242.1218
188,5019.2114,2229.7175
189,5025.6133,2227.9856
190,173.9909,2331.5767
193,823.7242,2334.4810
203,1382.2903,2289.5171
204,1870.0331,2283.9001
206,2004.7937,2315.0491
207,2139.2405,2322.7480
209,2349.0813,2302.7158
213,2667.3552,2324.0400
214,2683.2952,2316.0205
217,2784.5137,2321.2168
218,2883.5276,2301.1150
220,2942.7593,2295.0037
222,2938.8757,2317.2141
227,3117.6721,2308.1572
230,3434.8618,2295.1743
238,3903.0151,2389.3660
239,4388.7856,2326.8699
240,4373.2417,2288.6433
241,4417.2212,2277.7034
243,4781.0493,2278.3025
244,4785.4844,2284.8740
246,5049.5420,2278.2673
247,5146.6450,2309.1685
248,5260.9858,2321.6587
249,5288.3882,2313.0825
252,153.8426,2396.6594
255,790.3513,2345.8540
259,971.8954,2338.9785
261,1013.0957,2390.7397
263,1213.4779,2349.9290
264,1230.9382,2344.6836
265,1233.0209,2356.8965
267,1308.2029,2350.0078
268,1460.0583,2386.9438
269,1500.4091,2353.1741
270,1482.3396,2373.0120
271,1496.1428,2356.8218
273,1526.3193,2365.8445
275,2206.6165,2370.6575
276,2294.1780,2375.7717
280,2444.0881,2372.1116
286,2774.7583,2356.1692
289,2950.9951,2363.9204
290,2938.8191,2356.7290
291,2935.1179,2362.7378
292,3063.6531,2405.4893
296,3253.8853,2337.2263
297,3253.5825,2351.2864
298,3273.3457,2356.9395
304,4272.4673,2347.4150
308,4621.6235,2353.5352
309,4609.5093,2332.3748
311,4708.9565,2374.4666
314,5076.1504,2372.0789
317,5243.9536,2354.2371
319,5279.0127,2336.8552
320,5293.3457,2328.1611
321,5269.4717,2365.3821
322,5256.3062,2360.5310
326,142.0851,2449.5715
327,313.9857,2448.1890
328,767.5757,2441.2966
329,852.6500,2428.6201
331,908.8943,2418.2288
332,1232.1957,2392.1770
333,1215.6019,2405.9937
334,1349.9543,2411.1196
339,2526.8413,2432.9219
342,2678.0735,2394.7664
343,2813.5239,2429.2803
344,2891.8796,2417.7493
348,2943.9241,2406.0813
349,2945.4517,2430.2673
350,2936.9626,2414.5535
352,3162.4836,2397.1260
353,3294.3025,2437.4341
354,3392.5869,2434.4148
357,3598.7744,2432.9998
358,3695.7866,2507.5310
360,3748.5896,2490.4973
362,3873.3167,2491.6401
363,4020.3594,2516.1973
364,4226.7285,2423.5178
365,4454.3560,2415.1572
366,4581.8955,2401.9910
367,4731.3623,2427.6133
370,5397.7510,2418.9868
372,158.4473,2465.1770
374,749.2089,2490.9712
375,796.2816,2490.4863
376,804.0507,2479.3027
377,840.8438,2486.4424
378,832.5926,2496.5342
380,890.2576,2445.4463
381,1015.5278,2492.6018
385,1339.7955,2488.3052
386,1394.6343,2476.5161
388,1494.9901,2445.6743
389,1511.8533,2461.5818
395,2418.2603,2452.5686
397,2756.6260,2473.6099
398,2697.9941,2446.8123
399,2694.2395,2450.4678
400,2731.6084,2463.1416
401,2731.1970,2466.6101
402,2797.2161,2452.6387
403,2905.0710,2458.4478
404,2910.0662,2445.4280
405,2920.6782,2476.6030
406,2949.1362,2453.0601
408,2984.7319,2449.3503
412,3304.6824,2471.5376
415,3698.5227,2561.6165
416,3730.9153,2573.6497
417,3729.3074,2583.2090
418,3720.5251,2554.6521
421,3908.8372,2574.7600
422,3931.3450,2564.9316
423,4102.7192,2577.7048
424,4107.8560,2577.9561
428,4822.2651,2456.8132
429,4999.0293,2442.5139
432,5399.5493,2438.6355
436,270.0268,2530.4299
437,836.2573,2499.8286
444,1724.8741,2532.5022
446,1874.1030,2495.6729
450,2171.4092,2531.7834
451,2586.2236,2511.9172
452,2653.8604,2533.3755
455,2820.2454,2509.7185
456,2808.3926,2504.0515
460,3191.2732,2565.2441
467,3792.2378,2596.3855
468,3862.4802,2600.8262
473,4064.8066,2600.2893
475,4064.5225,2593.2290
482,5062.3296,2521.7085
488,1219.4463,2552.4668
490,1323.3290,2591.1650
491,1329.5759,2570.0933
492,1317.0375,2586.3193
