2,789313.92254881,3164895.84741376,1159.97075638
7,789294.98068132,3164912.90700221,1159.86923463
9,789287.04323904,3164919.02728376,1159.91772682
19,789277.53386721,3164928.20986194,1159.85743676
22,789273.58581874,3164931.38736053,1159.83246286
24,789270.26887975,3164934.05405434,1160.01215693
25,789269.90031760,3164934.32684419,1160.01094494
26,789267.40764120,3164936.55601376,1159.91586117
29,789264.01452294,3164939.25487333,1160.14431542
30,789263.16954359,3164940.46783081,1160.18091942
31,789263.52506398,3164940.37512501,1160.17394026
33,789263.63171679,3164940.17991003,1160.17661315
36,789258.61854830,3164944.85041710,1160.21414403
56,789317.45010141,3164894.60605496,1160.28028256
59,789314.20043335,3164896.91989806,1159.98388856
61,789306.00738629,3164904.11161995,1159.99963094
70,789302.01994105,3164908.04973539,1160.12115190
73,789297.72700237,3164912.19131707,1160.98513472
74,789293.65986889,3164915.19577616,1159.88701751
75,789293.99167331,3164915.13084871,1159.89503633
76,789288.38744442,3164920.27970318,1159.93400221
85,789278.67391190,3164928.46774457,1159.88473280
90,789274.78397890,3164931.52485009,1159.82563387
92,789275.62112893,3164931.17695607,1159.84191870
93,789274.01726430,3164932.47657305,1159.82922915
94,789273.53809321,3164933.14592778,1159.80423481
96,789272.21312868,3164934.49653961,1159.92494914
97,789268.51656782,3164936.66996404,1159.95013966
98,789268.90016261,3164936.23802071,1159.93525056
99,789268.57495076,3164936.38382073,1159.95111913
146,789284.43977286,3164924.89278137,1159.98270503
152,789275.14357779,3164933.17540640,1159.84446220
153,789273.07203894,3164934.82291975,1159.91519519
154,789270.85018984,3164936.69411653,1159.98747269
155,789270.43748089,3164936.64829165,1159.98717010
157,789270.14968339,3164937.57622465,1160.04005839
158,789270.34985588,3164937.22121244,1160.03778452
159,789269.66474744,3164937.33397906,1160.01025341
160,789267.51821568,3164938.80003396,1160.16398957
161,789266.89883794,3164940.48746752,1160.17270691
162,789266.03009916,3164941.13285264,1160.15430085
164,789265.30285009,3164941.56955147,1160.14308216
167,789263.13923831,3164943.28251140,1160.17449561
172,789258.84138327,3164947.20106063,1160.33775098
174,789255.08434207,3164952.06101328,1163.78374033
194,789302.75463786,3164909.22978186,1159.96201492
199,789298.16623631,3164913.86617322,1159.98730281
203,789297.31961558,3164914.10297177,1159.97514967
204,789289.24301049,3164921.08212864,1159.94581134
208,789286.41221050,3164924.31690958,1159.95684003
213,789276.73034009,3164933.34404844,1159.88638572
214,789276.35807030,3164933.45468632,1159.83811590
217,789274.76647972,3164935.01312498,1159.85392244
219,789273.67756166,3164935.73253193,1159.93710537
220,789271.77075385,3164936.87034870,1159.99484314
221,789271.66636659,3164936.74955774,1159.98607508
222,789272.15368518,3164937.16806208,1160.05486566
227,789269.08140931,3164939.59016220,1160.17116440
262,789300.90662355,3164912.74818424,1159.97311693
264,789300.60752933,3164912.81600933,1159.95080274
269,789296.29204230,3164916.87962729,1160.01152005
271,789296.40533054,3164916.87534049,1160.02062447
273,789296.05333071,3164917.45440755,1160.00683302
276,789283.60948185,3164928.76631787,1159.96598216
285,789276.92850849,3164934.53147908,1159.81256164
286,789275.43565023,3164935.44939218,1159.86221227
289,789272.62931345,3164938.10254412,1160.09973736
290,789272.72530821,3164937.81341658,1160.07647094
291,789272.87667639,3164937.85705587,1160.07986120
295,789268.49801352,3164942.31356972,1160.10845688
296,789267.25815163,3164942.05534051,1160.14486303
297,789267.46457006,3164942.28355099,1160.13152487
298,789267.22583381,3164942.66490917,1160.13354101
299,789266.07925981,3164943.27048591,1160.17546276
301,789261.70130240,3164948.06053733,1160.51229188
329,789308.00897005,3164908.71305669,1159.98735722
334,789299.60854588,3164915.63658070,1159.97256229
338,789284.70842133,3164929.25201808,1160.00029365
340,789280.53586566,3164932.98540760,1159.94529704
341,789280.12281075,3164933.61515337,1160.02499006
342,789277.58144694,3164934.67609178,1159.86617342
343,789275.84859583,3164937.20120106,1159.92880982
344,789274.38286018,3164938.12753567,1160.08407260
348,789273.35787542,3164938.69289585,1160.11076164
349,789273.68511302,3164939.12055907,1160.08462311
350,789273.59804443,3164938.73693199,1160.09422073
352,789269.63390189,3164941.71188707,1160.13503836
353,789268.04459101,3164944.29047610,1160.12263200
357,789262.99699031,3164948.54605814,1160.41605597
358,789262.74086602,3164950.09353422,1163.82916607
361,789261.58046143,3164951.40651605,1163.77817989
383,789300.28845256,3164916.03525110,1160.00907395
384,789300.39362990,3164915.94865718,1160.03384915
385,789300.88166177,3164916.76680695,1160.02595434
389,789297.68724023,3164918.81708383,1159.97477365
397,789277.43204655,3164937.10881201,1159.91649806
399,789278.12062860,3164935.82034207,1159.91925600
402,789276.45734474,3164937.34828380,1159.95769654
403,789274.75798193,3164939.00094678,1160.05596424
404,789274.48466142,3164938.86136001,1160.06047346
406,789273.95259346,3164939.54850512,1160.06390154
407,789273.48470394,3164940.21832741,1160.08565217
408,789273.30817266,3164940.00322195,1160.07685801
416,789263.09403376,3164951.62887718,1163.79032732
417,789263.25682844,3164951.74946145,1163.78565261
419,789261.51634432,3164952.32081367,1163.77583593
440,789302.96887059,3164916.44490253,1160.04529025
445,789292.93423589,3164924.54432203,1159.92494804
446,789292.25988881,3164924.63750309,1159.91019513
450,789287.88590775,3164929.54343882,1160.02316549
451,789280.76596836,3164935.24405848,1160.09979843
452,789279.96689428,3164936.57300213,1160.08769317
454,789277.73234467,3164937.47581995,1159.91873907
455,789276.90008585,3164938.61890494,1159.98727374
456,789277.01293070,3164938.35632805,1159.97172507
462,789267.82646136,3164946.87687226,1160.23507435
467,789262.44996868,3164952.82474569,1163.78657136
468,789261.40680960,3164953.87632465,1163.77493769
469,789261.34484962,3164955.06437176,1163.78440202
488,789303.76791935,3164916.08330081,1160.06241436
494,789296.55414199,3164923.30030914,1159.95410534
496,789294.14155101,3164924.84213839,1159.93431948
505,789277.34925030,3164939.64015939,1160.02172901
510,789272.74185267,3164944.23880703,1161.91224271
515,789267.62463830,3164948.47356623,1160.21587156
517,789266.95283979,3164949.82300747,1160.27680090
518,789266.17692952,3164949.52874738,1160.27469884
522,789261.34686916,3164955.72855262,1163.78810503
531,789322.44000421,3164902.49596088,1160.22668237
540,789300.67235820,3164921.98672069,1163.62950476
545,789275.39548057,3164942.83838061,1160.19146603
547,789273.57023041,3164945.68486624,1160.83235612
549,789270.20845568,3164948.05429423,1160.26839413
550,789269.00812531,3164948.12980341,1160.27601896
551,789268.24747652,3164949.24455337,1160.23758168
573,789312.10842064,3164912.54901678,1161.83472402
577,789306.05020703,3164918.22704658,1160.08958695
582,789297.38308813,3164927.10303812,1163.53585608
585,789293.22414643,3164928.76364497,1160.25450654
589,789283.88366532,3164937.59372452,1160.25696114
594,789275.89769183,3164943.81928962,1160.24686888
595,789274.20617276,3164945.71047130,1160.49363564
597,789274.18668912,3164946.52471665,1160.30701625
599,789268.23069839,3164951.06906789,1160.28656247
600,789266.50502355,3164952.45105629,1160.28724380
623,789309.72823470,3164915.89201214,1160.05868588
634,789298.77483128,3164927.69205568,1163.54603958
635,789298.87855818,3164927.72089473,1163.52602394
636,789298.02391077,3164927.37572767,1163.49911838
637,789298.65237247,3164927.65619303,1163.54178042
641,789294.74391717,3164929.94564810,1160.32190663
647,789284.02878455,3164938.24892538,1160.22040779
652,789268.46270166,3164951.68616742,1160.28214870
661,789325.35351589,3164904.32680566,1160.40690943
663,789322.85696562,3164905.45076213,1160.58668993
672,789307.41952521,3164919.55156703,1160.07142939
674,789307.14579754,3164920.09972061,1160.10122384
675,789306.63060406,3164919.61732997,1160.13525933
677,789303.72868581,3164922.78726006,1160.22229895
678,789301.86330208,3164926.35709402,1163.58680349
679,789299.83764194,3164928.07576356,1163.57773610
686,789292.72344107,3164932.44091680,1160.13113742
687,789281.46179851,3164943.18153148,1160.31879465
690,789277.73485696,3164945.77775644,1160.30870143
691,789276.34592792,3164946.43758639,1160.30984682
692,789272.66985648,3164950.11910400,1160.26815252
706,789324.15685559,3164906.25421634,1160.56697903
716,789308.30469641,3164920.94518505,1160.09947311
717,789308.13576064,3164920.88972768,1160.08849916
722,789296.57575921,3164931.19439152,1160.35823891
724,789294.13392431,3164932.64006672,1160.15731204
734,789288.08063435,3164937.92416958,1160.14012607
736,789288.71977941,3164938.13804778,1160.12070953
744,789270.60096546,3164953.13873186,1160.31922423
752,789322.92738935,3164909.38513493,1161.40948255
770,789298.13043998,3164931.33820630,1160.47431574
772,789296.84016911,3164931.88231296,1160.23232038
778,789284.72139338,3164942.66771388,1160.24466752
780,789283.85769834,3164943.60083646,1160.26469368
782,789283.18225333,3164943.58139793,1160.26421184
785,789270.80849773,3164955.24199434,1160.33813385
786,789270.02045436,3164955.03016620,1160.35684343
787,789269.32339585,3164955.65109812,1160.33686024
810,789323.67889232,3164910.48397229,1160.42324308
812,789323.40323034,3164910.44482210,1160.25710183
824,789309.65356060,3164921.52260534,1160.10179945
829,789306.29701077,3164927.04645912,1163.71598446
833,789298.04776746,3164932.20764570,1160.30671341
835,789292.37187201,3164936.59146710,1160.12186393
841,789286.44733197,3164943.23929847,1160.23149987
843,789286.61895765,3164942.65176750,1160.17484277
845,789285.27973497,3164944.14891392,1160.23251511
846,789284.02868693,3164944.99104613,1160.26476617
847,789281.80637514,3164947.11040366,1160.16959323
896,789317.40553872,3164916.48377863,1160.04971308
906,789298.85840819,3164932.91554005,1160.30426862
907,789299.02849404,3164932.73606956,1160.34586042
908,789297.18741424,3164934.82884911,1160.19313561
910,789292.75223748,3164938.39393958,1160.15464496
915,789287.72962300,3164942.84550081,1160.20322133
916,789287.73112874,3164942.97554953,1160.20267503
917,789285.60179738,3164944.73867848,1160.19455659
918,789285.59355679,3164944.76882408,1160.17294150
926,789280.28613604,3164949.70721148,1160.19507778
929,789272.46717384,3164956.36762655,1160.30868806
932,789272.02479074,3164956.89527432,1160.34592044
934,789269.66113012,3164958.19324093,1160.44490871
935,789267.54034065,3164960.69721967,1160.37593207
936,789267.46172218,3164960.67214342,1160.36645985
937,789266.38672481,3164961.70075871,1160.37899879
938,789266.19364123,3164962.16024961,1160.38501804
966,789323.02263549,3164913.82684825,1160.49062408
967,789321.69900888,3164914.16407213,1160.22933419
973,789317.07455233,3164917.88361595,1160.04144620
984,789311.85428896,3164922.54627855,1160.09950611
991,789307.96216411,3164927.75947526,1163.75455071
994,789303.93515337,3164931.38589861,1163.46737866
996,789302.38318995,3164932.80431959,1163.43679887
999,789299.36062329,3164934.30689177,1160.23433593
1002,789287.06855046,3164945.14063486,1160.20705399
1003,789287.05851067,3164944.72501362,1160.21250589
1005,789287.53671630,3164944.86320895,1160.19884372
1007,789287.34122568,3164944.54644397,1160.21570546
1008,789286.24971816,3164946.24116169,1160.21249320
1011,789283.07976261,3164948.30791979,1160.19185629
1013,789282.75027067,3164949.00949507,1160.19924350
1014,789282.68690431,3164949.13426824,1160.18816460
1016,789280.71503817,3164949.96758558,1160.21644428
1017,789280.89876229,3164950.28840678,1160.17842105
1020,789271.71539761,3164958.47575144,1160.32261639
1045,789324.55806506,3164914.62495800,1163.09477361
1046,789321.78908295,3164916.58025882,1160.65226120
1047,789321.29528169,3164917.16018095,1160.66209556
1048,789321.23311777,3164916.68644116,1160.44404897
1050,789320.65517074,3164917.68025724,1160.25045690
1055,789307.24780502,3164929.25211343,1163.55712619
1057,789308.41860137,3164929.08348611,1163.57444459
1064,789295.16515962,3164939.43330066,1160.17619897
1066,789290.42834806,3164943.90393543,1160.19823116
1067,789290.05620293,3164944.40705409,1160.20260003
1071,789286.10894878,3164947.18610581,1160.18513106
1072,789286.44036104,3164947.81493471,1160.18018882
1074,789284.34252853,3164948.59253367,1160.17325416
1077,789284.20265400,3164949.26208414,1160.17803431
1082,789269.41784374,3164962.56835385,1160.51715601
1083,789268.96340412,3164963.23006041,1160.45752129
1112,789326.61497145,3164914.31491070,1162.97740624
1126,789307.96578065,3164931.02016698,1163.53129675
1136,789283.31161797,3164951.49201651,1160.24789673
1140,789281.00698330,3164952.72456844,1160.21547274
1147,789270.19042433,3164962.71353770,1160.47791634
1172,789326.94298013,3164915.27299758,1162.73398276
1174,789324.83030443,3164916.52546040,1163.12754842
1175,789324.86980384,3164917.04924644,1163.09216341
1180,789318.03482138,3164921.85990587,1160.95268739
1181,789314.61519629,3164924.91983997,1160.30917068
1183,789310.66037494,3164929.85013798,1163.58297781
1184,789310.86250731,3164929.79939470,1163.57678428
1186,789309.70232619,3164930.61916492,1163.51093157
1200,789286.99635361,3164949.61673054,1160.24107741
1202,789285.54792156,3164950.22112774,1160.28073215
1203,789284.63039852,3164951.23591647,1160.23771100
